date,year,month,crop_name,farm_price,retail_price_pettah,retail_price_dambulla,average_spread,spread_pct
2020-09-01,2020,9,Pumpkin,91.71,111.04,117.53,22.58,24.621061366196308
2020-10-01,2020,10,Pumpkin,108.54,151.17,144.72,39.4,36.29994812976955
2020-11-01,2020,11,Pumpkin,100.95,122.11,142.2,31.2,30.90635868612314
2020-12-01,2020,12,Pumpkin,97.59,129.79,133.24,33.92,34.757623980301275
2021-01-01,2021,1,Pumpkin,98.46,119.79,129.57,26.22,26.63007654877458
2021-02-01,2021,2,Pumpkin,106.76,130.55,151.7,34.36,32.184308557223154
2021-03-01,2021,3,Pumpkin,146.75,195.18,202.49,52.09,35.49571686833603
2021-04-01,2021,4,Pumpkin,120.46,162.2,157.94,39.61,32.88225727855116
2021-05-01,2021,5,Pumpkin,110.28,152.14,143.83,37.7,34.185678105115976
2021-06-01,2021,6,Pumpkin,124.15,152.65,162.86,33.61,27.07206840751638
2021-07-01,2021,7,Pumpkin,89.21,111.65,124.75,28.99,32.4963204838914
2021-08-01,2021,8,Pumpkin,151.93,206.08,200.83,51.53,33.91691310675106
2021-09-01,2021,9,Pumpkin,106.29,131.46,138.83,28.86,27.152105417155497
2021-10-01,2021,10,Pumpkin,87.79,105.9,125.45,27.88,31.75756719721244
2021-11-01,2021,11,Pumpkin,125.61,169.57,177.97,48.16,38.34086590170694
2021-12-01,2021,12,Pumpkin,84.24,113.45,113.04,29.01,34.43728105735867
2022-01-01,2022,1,Pumpkin,105.54,129.73,150.21,34.43,32.62267138272561
2022-02-01,2022,2,Pumpkin,128.1,162.1,170.34,38.12,29.757978331008328
2022-03-01,2022,3,Pumpkin,97.82,127.65,133.59,32.8,33.53094098247701
2022-04-01,2022,4,Pumpkin,118.8,164.95,157.15,42.25,35.563943127994
2022-05-01,2022,5,Pumpkin,107.31,128.88,154.38,34.32,31.98207810821162
2022-06-01,2022,6,Pumpkin,118.08,153.02,148.65,32.76,27.74387894319195
2022-07-01,2022,7,Pumpkin,117.08,154.42,156.48,38.37,32.77243528148677
2022-08-01,2022,8,Pumpkin,133.11,164.15,167.61,32.77,24.618717888424698
2022-09-01,2022,9,Pumpkin,153.63,185.47,209.17,43.69,28.43843751973083
2022-10-01,2022,10,Pumpkin,128.58,161.2,177.25,40.64,31.6067571887096
2022-11-01,2022,11,Pumpkin,151.43,193.29,211.22,50.82,33.560038592063265
2022-12-01,2022,12,Pumpkin,99.69,123.96,135.45,30.01,30.10329009600753
2023-01-01,2023,1,Pumpkin,157.66,196.25,224.21,52.57,33.343883455611156
2023-02-01,2023,2,Pumpkin,167.18,228.02,232.85,63.26,37.83943184625442
2023-03-01,2023,3,Pumpkin,124.15,171.61,164.97,44.14,35.55373696839551
2023-04-01,2023,4,Pumpkin,128.11,163.42,173.11,40.15,31.34023000528451
2023-05-01,2023,5,Pumpkin,161.12,200.47,219.66,48.94,30.374857016598177
2023-06-01,2023,6,Pumpkin,151.79,186.91,192.97,38.15,25.133391439889692
2023-07-01,2023,7,Pumpkin,104.07,140.27,141.52,36.83,35.38960758181264
2023-08-01,2023,8,Pumpkin,122.14,156.94,153.67,33.16,27.14915085217713
2023-09-01,2023,9,Pumpkin,146.75,196.38,204.24,53.56,36.497419763257405
2023-10-01,2023,10,Pumpkin,141.11,184.47,191.32,46.78,33.15141864402335
2023-11-01,2023,11,Pumpkin,113.89,155.46,145.73,36.7,32.22404756866488
2023-12-01,2023,12,Pumpkin,174.7,229.7,234.74,57.52,32.924995463654575
2024-01-01,2024,1,Pumpkin,132.55,162.64,179.61,38.57,29.09843146100983
2024-02-01,2024,2,Pumpkin,167.12,200.76,228.0,47.26,28.27906397853998
2024-03-01,2024,3,Pumpkin,140.86,196.54,180.05,47.43,33.67170689215753
2024-04-01,2024,4,Pumpkin,150.0,204.79,199.15,51.97,34.64664356890428
2024-05-01,2024,5,Pumpkin,135.1,168.04,192.3,45.07,33.36044903001552
2024-06-01,2024,6,Pumpkin,107.25,130.56,143.09,29.58,27.580393864434622
2024-07-01,2024,7,Pumpkin,116.93,155.42,150.02,35.79,30.60802992557091
2024-08-01,2024,8,Pumpkin,101.42,130.13,141.27,34.28,33.80000611318664
2024-09-01,2024,9,Pumpkin,89.14,120.8,112.58,27.55,30.906404637194708
2024-10-01,2024,10,Pumpkin,137.02,180.42,175.41,40.89,29.842337000191936
2024-11-01,2024,11,Pumpkin,126.39,154.24,178.43,39.95,31.60848832305695
2024-12-01,2024,12,Pumpkin,132.15,183.73,175.91,47.67,36.07261742518545
2025-01-01,2025,1,Pumpkin,179.7,251.33,234.5,63.22,35.18083740632309
2025-02-01,2025,2,Pumpkin,118.12,159.62,159.46,41.42,35.06600485438126
2025-03-01,2025,3,Pumpkin,210.56,278.44,293.19,75.26,35.74276417991823
2025-04-01,2025,4,Pumpkin,119.29,146.51,163.46,35.69,29.91866047559688
2025-05-01,2025,5,Pumpkin,139.58,181.58,188.58,45.5,32.59777002595642
2025-06-01,2025,6,Pumpkin,201.37,242.06,273.64,56.48,28.047858147758777
2025-07-01,2025,7,Pumpkin,187.22,236.14,266.44,64.07,34.22175289939488
2025-08-01,2025,8,Pumpkin,102.87,133.49,129.8,28.78,27.97703122676074
2000-01-01,2000,1,Snake Gourd,36.64,48.02,50.61,12.68,34.606892448437634
2000-02-01,2000,2,Snake Gourd,34.68,45.91,49.21,12.88,37.13945461518277
2000-03-01,2000,3,Snake Gourd,33.92,41.43,46.73,10.16,29.952741884605288
2000-04-01,2000,4,Snake Gourd,37.11,46.12,50.45,11.18,30.126569316708924
2000-05-01,2000,5,Snake Gourd,33.5,46.59,48.34,13.97,41.70136805561774
2000-06-01,2000,6,Snake Gourd,37.24,51.08,49.6,13.1,35.17713432563285
2000-07-01,2000,7,Snake Gourd,36.32,48.47,50.93,13.38,36.83910561920259
2000-08-01,2000,8,Snake Gourd,33.16,40.86,44.91,9.73,29.34249293578729
2000-09-01,2000,9,Snake Gourd,32.27,45.02,44.32,12.4,38.425663384991054
2000-10-01,2000,10,Snake Gourd,33.28,42.02,44.86,10.16,30.528754420810028
2000-11-01,2000,11,Snake Gourd,36.18,46.52,45.65,9.91,27.39074795260378
2000-12-01,2000,12,Snake Gourd,35.7,47.0,51.14,13.37,37.45087548774372
2001-01-01,2001,1,Snake Gourd,41.11,50.57,58.56,13.46,32.74134580066699
2001-02-01,2001,2,Snake Gourd,37.42,45.45,50.24,10.42,27.84599720471083
2001-03-01,2001,3,Snake Gourd,36.93,48.33,52.87,13.67,37.01587593859751
2001-04-01,2001,4,Snake Gourd,37.77,51.24,48.34,12.02,31.824114842163503
2001-05-01,2001,5,Snake Gourd,37.59,46.36,52.72,11.95,31.790285208073392
2001-06-01,2001,6,Snake Gourd,37.89,52.0,51.14,13.68,36.10441777667517
2001-07-01,2001,7,Snake Gourd,37.28,49.45,53.5,14.2,38.09002658254671
2001-08-01,2001,8,Snake Gourd,39.77,53.98,51.85,13.14,33.03989680689764
2001-09-01,2001,9,Snake Gourd,38.64,53.54,48.66,12.46,32.24629335845404
2001-10-01,2001,10,Snake Gourd,36.29,50.73,49.29,13.72,37.80645410180738
2001-11-01,2001,11,Snake Gourd,35.99,47.96,50.18,13.08,36.343327748464155
2001-12-01,2001,12,Snake Gourd,39.21,48.06,53.7,11.67,29.762739702270583
2002-01-01,2002,1,Snake Gourd,40.73,53.29,52.18,12.01,29.486792323122213
2002-02-01,2002,2,Snake Gourd,41.88,54.04,55.98,13.13,31.35140556015864
2002-03-01,2002,3,Snake Gourd,43.3,57.44,60.51,15.68,36.212387500259815
2002-04-01,2002,4,Snake Gourd,40.39,53.17,53.97,13.18,32.6317587725705
2002-05-01,2002,5,Snake Gourd,38.71,50.36,50.73,11.83,30.560499714544783
2002-06-01,2002,6,Snake Gourd,42.63,58.63,59.65,16.51,38.72850403822651
2002-07-01,2002,7,Snake Gourd,38.83,49.17,52.25,11.88,30.594822058145617
2002-08-01,2002,8,Snake Gourd,41.56,55.91,53.06,12.92,31.08750941407744
2002-09-01,2002,9,Snake Gourd,42.68,55.17,57.84,13.83,32.40386034709385
2002-10-01,2002,10,Snake Gourd,40.03,55.13,52.87,13.97,34.8987386991289
2002-11-01,2002,11,Snake Gourd,35.96,46.4,49.15,11.81,32.84195538944552
2002-12-01,2002,12,Snake Gourd,41.68,50.83,60.21,13.84,33.20529461301676
2003-01-01,2003,1,Snake Gourd,46.54,60.18,61.31,14.21,30.53280934076205
2003-02-01,2003,2,Snake Gourd,49.83,61.48,65.99,13.9,27.89478648447424
2003-03-01,2003,3,Snake Gourd,45.85,58.26,66.4,16.48,35.943214954820164
2003-04-01,2003,4,Snake Gourd,44.85,54.99,56.33,10.81,24.102510362295735
2003-05-01,2003,5,Snake Gourd,48.64,63.74,65.23,15.85,32.58628168938797
2003-06-01,2003,6,Snake Gourd,45.62,58.79,60.86,14.21,31.148550748463943
2003-07-01,2003,7,Snake Gourd,39.75,50.62,53.03,12.08,30.389860654438607
2003-08-01,2003,8,Snake Gourd,38.07,50.39,51.5,12.88,33.83232510552901
2003-09-01,2003,9,Snake Gourd,41.67,50.57,57.62,12.42,29.805544023172487
2003-10-01,2003,10,Snake Gourd,40.38,53.32,56.69,14.62,36.205952932261184
2003-11-01,2003,11,Snake Gourd,37.73,47.39,52.78,12.36,32.758990832253296
2003-12-01,2003,12,Snake Gourd,37.8,50.01,54.67,14.54,38.465506705008714
2004-01-01,2004,1,Snake Gourd,50.7,61.62,73.21,16.71,32.95851487472411
2004-02-01,2004,2,Snake Gourd,45.11,60.28,60.68,15.37,34.07219225849643
2004-03-01,2004,3,Snake Gourd,52.88,64.06,76.26,17.28,32.677699172278416
2004-04-01,2004,4,Snake Gourd,41.03,51.0,55.91,12.42,30.270459979380988
2004-05-01,2004,5,Snake Gourd,46.79,58.15,63.16,13.86,29.621650733809073
2004-06-01,2004,6,Snake Gourd,54.48,74.31,69.95,17.65,32.39715051918039
2004-07-01,2004,7,Snake Gourd,47.31,61.59,64.93,15.95,33.71373131741425
2004-08-01,2004,8,Snake Gourd,50.56,64.95,64.5,14.16,28.006273721768743
2004-09-01,2004,9,Snake Gourd,46.49,64.17,61.07,16.13,34.69555883940881
2004-10-01,2004,10,Snake Gourd,38.48,48.69,55.78,13.76,35.7587428307099
2004-11-01,2004,11,Snake Gourd,38.17,48.82,49.0,10.74,28.137206871346944
2004-12-01,2004,12,Snake Gourd,45.42,59.34,65.43,16.97,37.36231316091334
2005-01-01,2005,1,Snake Gourd,47.29,61.68,65.66,16.38,34.637270802979906
2005-02-01,2005,2,Snake Gourd,52.25,71.89,65.76,16.58,31.7319966851738
2005-03-01,2005,3,Snake Gourd,57.02,71.19,75.48,16.31,28.60394843221951
2005-04-01,2005,4,Snake Gourd,49.72,69.47,64.62,17.33,34.85511895591521
2005-05-01,2005,5,Snake Gourd,49.63,68.72,62.77,16.11,32.46014011658247
2005-06-01,2005,6,Snake Gourd,54.4,76.16,74.99,21.17,38.91536964086463
2005-07-01,2005,7,Snake Gourd,50.86,67.18,66.96,16.21,31.871742289142173
2005-08-01,2005,8,Snake Gourd,38.97,48.41,53.27,11.87,30.45924952720162
2005-09-01,2005,9,Snake Gourd,48.82,68.31,61.52,16.1,32.97822003641942
2005-10-01,2005,10,Snake Gourd,38.29,51.69,53.64,14.38,37.5553994374525
2005-11-01,2005,11,Snake Gourd,43.85,55.9,58.82,13.51,30.80950784604824
2005-12-01,2005,12,Snake Gourd,44.28,60.16,60.32,15.96,36.04327903505186
2006-01-01,2006,1,Snake Gourd,48.66,62.04,62.85,13.79,28.339440321742043
2006-02-01,2006,2,Snake Gourd,49.31,61.25,67.96,15.29,31.007846262733185
2006-03-01,2006,3,Snake Gourd,57.15,76.25,79.62,20.79,36.377889102556246
2006-04-01,2006,4,Snake Gourd,49.06,61.42,62.34,12.82,26.131214571515343
2006-05-01,2006,5,Snake Gourd,51.88,63.99,75.1,17.66,34.04002690819794
2006-06-01,2006,6,Snake Gourd,50.17,63.04,66.37,14.54,28.98140525930783
2006-07-01,2006,7,Snake Gourd,41.68,54.33,57.9,14.43,34.62083824175085
2006-08-01,2006,8,Snake Gourd,51.25,63.14,74.1,17.37,33.89261679489406
2006-09-01,2006,9,Snake Gourd,43.17,52.59,54.22,10.24,23.720121102337032
2006-10-01,2006,10,Snake Gourd,51.56,63.24,70.22,15.17,29.42197551983025
2006-11-01,2006,11,Snake Gourd,53.15,72.58,73.78,20.03,37.685724015571
2006-12-01,2006,12,Snake Gourd,45.62,58.81,60.72,14.15,31.01702977415657
2007-01-01,2007,1,Snake Gourd,58.74,76.56,76.38,17.73,30.18380969729367
2007-02-01,2007,2,Snake Gourd,60.76,77.15,82.97,19.3,31.76426635242536
2007-03-01,2007,3,Snake Gourd,53.42,64.78,73.86,15.9,29.76407756630931
2007-04-01,2007,4,Snake Gourd,57.79,76.72,73.77,17.45,30.19548330942497
2007-05-01,2007,5,Snake Gourd,64.2,82.65,83.57,18.91,29.454782780712176
2007-06-01,2007,6,Snake Gourd,50.51,65.9,71.63,18.26,36.15118560446327
2007-07-01,2007,7,Snake Gourd,51.99,65.81,70.29,16.06,30.890496459902938
2007-08-01,2007,8,Snake Gourd,53.22,69.5,74.48,18.77,35.26862970945188
2007-09-01,2007,9,Snake Gourd,44.65,54.43,62.74,13.94,31.22053478043722
2007-10-01,2007,10,Snake Gourd,47.61,64.17,68.65,18.8,39.48741968615903
2007-11-01,2007,11,Snake Gourd,45.12,56.45,63.32,14.77,32.73485652735699
2007-12-01,2007,12,Snake Gourd,46.42,59.97,64.91,16.02,34.510912298767124
2008-01-01,2008,1,Snake Gourd,55.44,74.79,77.49,20.7,37.33759498990803
2008-02-01,2008,2,Snake Gourd,53.26,69.89,76.01,19.69,36.969513763586626
2008-03-01,2008,3,Snake Gourd,56.61,69.24,78.76,17.39,30.718899984278423
2008-04-01,2008,4,Snake Gourd,62.74,83.87,85.67,22.03,35.11310947862691
2008-05-01,2008,5,Snake Gourd,64.4,78.27,91.03,20.25,31.44405055271653
2008-06-01,2008,6,Snake Gourd,55.5,68.93,69.86,13.9,25.044999918919064
2008-07-01,2008,7,Snake Gourd,55.75,68.53,72.08,14.56,26.116545082430346
2008-08-01,2008,8,Snake Gourd,63.39,86.14,89.39,24.38,38.46026429994589
2008-09-01,2008,9,Snake Gourd,49.27,60.31,70.99,16.38,33.245315109975415
2008-10-01,2008,10,Snake Gourd,48.97,65.57,64.72,16.17,33.020149029714055
2008-11-01,2008,11,Snake Gourd,46.25,60.64,64.77,16.45,35.56749066488504
2008-12-01,2008,12,Snake Gourd,53.07,65.55,75.18,17.3,32.59839344565019
2009-01-01,2009,1,Snake Gourd,49.34,68.87,64.51,17.35,35.16409573551736
2009-02-01,2009,2,Snake Gourd,59.95,78.46,75.93,17.24,28.757249779399864
2009-03-01,2009,3,Snake Gourd,53.54,67.44,74.43,17.4,32.49900541836866
2009-04-01,2009,4,Snake Gourd,61.41,85.9,83.12,23.1,37.6159621951438
2009-05-01,2009,5,Snake Gourd,58.23,77.39,73.9,17.42,29.915799560708297
2009-06-01,2009,6,Snake Gourd,58.09,72.37,81.93,19.06,32.811098620935404
2009-07-01,2009,7,Snake Gourd,58.53,72.32,77.9,16.58,28.327305096010424
2009-08-01,2009,8,Snake Gourd,58.71,78.53,82.13,21.62,36.825009666139216
2009-09-01,2009,9,Snake Gourd,62.87,78.26,79.89,16.21,25.783321483503286
2009-10-01,2009,10,Snake Gourd,48.29,60.85,61.4,12.84,26.589300912609417
2009-11-01,2009,11,Snake Gourd,53.11,65.41,71.5,15.34,28.883395060449896
2009-12-01,2009,12,Snake Gourd,67.17,84.67,96.68,23.51,35.000692272305685
2010-01-01,2010,1,Snake Gourd,69.07,83.27,96.13,20.63,29.868206358467702
2010-02-01,2010,2,Snake Gourd,64.23,84.26,82.02,18.91,29.441025313676917
2010-03-01,2010,3,Snake Gourd,67.03,84.33,91.88,21.07,31.4336395141884
2010-04-01,2010,4,Snake Gourd,73.95,102.02,100.19,27.15,36.713946296218666
2010-05-01,2010,5,Snake Gourd,60.37,80.68,83.98,21.96,36.37562303193137
2010-06-01,2010,6,Snake Gourd,66.36,89.26,88.79,22.67,34.16209439105728
2010-07-01,2010,7,Snake Gourd,73.43,96.6,103.68,26.71,36.37472916419833
2010-08-01,2010,8,Snake Gourd,63.57,76.41,81.86,15.56,24.47691603442499
2010-09-01,2010,9,Snake Gourd,63.61,85.66,86.63,22.53,35.41890360178651
2010-10-01,2010,10,Snake Gourd,63.67,88.74,84.89,23.14,36.34358984829614
2010-11-01,2010,11,Snake Gourd,58.12,76.66,74.72,17.57,30.230505453362948
2010-12-01,2010,12,Snake Gourd,65.59,79.69,92.82,20.66,31.49865604717785
2011-01-01,2011,1,Snake Gourd,83.97,117.5,116.57,33.06,39.37115711425853
2011-02-01,2011,2,Snake Gourd,78.48,100.99,112.58,28.3,36.06009676338333
2011-03-01,2011,3,Snake Gourd,74.09,96.26,95.54,21.81,29.437131276648294
2011-04-01,2011,4,Snake Gourd,90.67,119.85,122.09,30.3,33.417852191626565
2011-05-01,2011,5,Snake Gourd,80.43,105.18,103.31,23.82,29.61577817259956
2011-06-01,2011,6,Snake Gourd,63.8,85.81,83.52,20.86,32.69587351743963
2011-07-01,2011,7,Snake Gourd,79.26,101.96,108.52,25.98,32.778156979362876
2011-08-01,2011,8,Snake Gourd,54.17,66.93,68.52,13.56,25.03225949370594
2011-09-01,2011,9,Snake Gourd,86.98,119.85,115.74,30.81,35.42189535307501
2011-10-01,2011,10,Snake Gourd,58.22,76.06,74.16,16.89,29.010599432154876
2011-11-01,2011,11,Snake Gourd,59.16,73.13,81.97,18.39,31.085140153583247
2011-12-01,2011,12,Snake Gourd,71.3,89.21,96.5,21.56,30.238386762430903
2012-01-01,2012,1,Snake Gourd,82.53,113.61,118.57,33.56,40.663951697623055
2012-02-01,2012,2,Snake Gourd,72.11,95.03,103.19,27.0,37.44274380426597
2012-03-01,2012,3,Snake Gourd,75.91,94.31,107.44,24.97,32.894173502603735
2012-04-01,2012,4,Snake Gourd,74.09,93.14,104.13,24.54,33.121834091194366
2012-05-01,2012,5,Snake Gourd,84.93,117.72,112.77,30.31,35.688171802458726
2012-06-01,2012,6,Snake Gourd,74.56,96.63,99.75,23.63,31.692554060415688
2012-07-01,2012,7,Snake Gourd,83.56,106.49,114.22,26.79,32.06075627003797
2012-08-01,2012,8,Snake Gourd,67.75,86.81,88.41,19.86,29.313609869210524
2012-09-01,2012,9,Snake Gourd,67.84,81.88,85.54,15.87,23.393243818921253
2012-10-01,2012,10,Snake Gourd,60.2,82.28,76.5,19.19,31.877023460093916
2012-11-01,2012,11,Snake Gourd,66.93,81.4,90.16,18.85,28.163711095605713
2012-12-01,2012,12,Snake Gourd,71.4,97.52,94.86,24.79,34.71983932795612
2013-01-01,2013,1,Snake Gourd,81.05,110.97,105.1,26.98,33.28805269826935
2013-02-01,2013,2,Snake Gourd,97.16,122.19,133.22,30.54,31.43265599767806
2013-03-01,2013,3,Snake Gourd,70.0,84.61,95.32,19.96,28.514244979650027
2013-04-01,2013,4,Snake Gourd,85.78,116.12,120.17,32.36,37.72436730663639
2013-05-01,2013,5,Snake Gourd,83.91,104.2,120.3,28.34,33.774241718219855
2013-06-01,2013,6,Snake Gourd,72.16,98.25,96.26,25.1,34.78376554356216
2013-07-01,2013,7,Snake Gourd,85.38,106.94,109.97,23.08,27.03206016390236
2013-08-01,2013,8,Snake Gourd,67.51,88.04,95.48,24.25,35.920551147161675
2013-09-01,2013,9,Snake Gourd,86.07,115.99,118.91,31.38,36.45865405059365
2013-10-01,2013,10,Snake Gourd,85.22,112.86,115.4,28.91,33.92392170391727
2013-11-01,2013,11,Snake Gourd,67.53,90.62,88.86,22.21,32.88903762914611
2013-12-01,2013,12,Snake Gourd,70.87,91.28,95.15,22.34,31.522461517621675
2014-01-01,2014,1,Snake Gourd,85.3,107.17,117.86,27.22,31.91086528620717
2014-02-01,2014,2,Snake Gourd,92.49,118.63,123.53,28.59,30.91141646511356
2014-03-01,2014,3,Snake Gourd,79.43,104.23,114.25,29.81,37.52985329239167
2014-04-01,2014,4,Snake Gourd,73.26,91.19,94.95,19.81,27.04064013016635
2014-05-01,2014,5,Snake Gourd,74.32,95.18,100.59,23.57,31.714166154243607
2014-06-01,2014,6,Snake Gourd,78.14,100.16,101.73,22.8,29.17836040650063
2014-07-01,2014,7,Snake Gourd,77.96,106.25,106.29,28.31,36.31344751994931
2014-08-01,2014,8,Snake Gourd,83.5,108.08,118.91,29.99,35.91612465134772
2014-09-01,2014,9,Snake Gourd,91.48,125.71,121.67,32.21,35.20984345229181
2014-10-01,2014,10,Snake Gourd,81.39,103.39,106.43,23.52,28.897863499369087
2014-11-01,2014,11,Snake Gourd,81.23,104.94,110.0,26.24,32.303296438143
2014-12-01,2014,12,Snake Gourd,84.06,116.66,112.53,30.53,36.31925253479355
2015-01-01,2015,1,Snake Gourd,110.96,140.74,148.03,33.43,30.127946892621765
2015-02-01,2015,2,Snake Gourd,108.08,150.79,137.01,35.82,33.14208628600455
2015-03-01,2015,3,Snake Gourd,90.42,113.01,118.31,25.24,27.914147407490148
2015-04-01,2015,4,Snake Gourd,73.44,101.51,105.04,29.84,40.63175295240611
2015-05-01,2015,5,Snake Gourd,113.41,152.14,153.81,39.56,34.882254755087956
2015-06-01,2015,6,Snake Gourd,70.79,91.47,99.06,24.47,34.566980411102676
2015-07-01,2015,7,Snake Gourd,99.41,127.69,126.34,27.61,27.773837869592725
2015-08-01,2015,8,Snake Gourd,102.88,124.01,145.8,32.03,31.133328991709767
2015-09-01,2015,9,Snake Gourd,86.21,107.57,117.09,26.12,30.29807412356557
2015-10-01,2015,10,Snake Gourd,79.29,97.12,111.7,25.12,31.681130431163535
2015-11-01,2015,11,Snake Gourd,90.25,124.53,128.65,36.34,40.26588336190209
2015-12-01,2015,12,Snake Gourd,93.48,130.72,131.72,37.74,40.37222895568148
2016-01-01,2016,1,Snake Gourd,125.74,166.48,165.11,40.06,31.85936705951403
2016-02-01,2016,2,Snake Gourd,133.45,164.84,191.95,44.95,33.683002110901384
2016-03-01,2016,3,Snake Gourd,90.31,110.28,127.83,28.74,31.82368306534928
2016-04-01,2016,4,Snake Gourd,113.28,146.33,156.71,38.24,33.75703234725252
2016-05-01,2016,5,Snake Gourd,86.52,117.86,122.44,33.63,38.86958059456704
2016-06-01,2016,6,Snake Gourd,123.22,168.74,176.52,49.41,40.09897735840175
2016-07-01,2016,7,Snake Gourd,85.46,104.32,110.91,22.16,25.930229428704155
2016-08-01,2016,8,Snake Gourd,85.78,111.27,111.88,25.79,30.065248233564656
2016-09-01,2016,9,Snake Gourd,87.84,120.71,114.5,29.76,33.87974285093026
2016-10-01,2016,10,Snake Gourd,76.86,102.82,104.79,26.94,35.05069600481915
2016-11-01,2016,11,Snake Gourd,94.27,117.56,121.73,25.38,26.922640370594703
2016-12-01,2016,12,Snake Gourd,106.94,129.7,150.05,32.94,30.802290254076816
2017-01-01,2017,1,Snake Gourd,132.17,179.7,166.23,40.8,30.86931159165348
2017-02-01,2017,2,Snake Gourd,120.45,149.74,169.46,39.15,32.50308634031852
2017-03-01,2017,3,Snake Gourd,97.24,122.16,127.74,27.71,28.496474191203017
2017-04-01,2017,4,Snake Gourd,118.19,161.23,149.32,37.08,31.373186079037076
2017-05-01,2017,5,Snake Gourd,101.4,130.37,136.71,32.14,31.69622120688243
2017-06-01,2017,6,Snake Gourd,103.19,143.6,131.44,34.33,33.26869534965079
2017-07-01,2017,7,Snake Gourd,114.98,147.93,163.44,40.7,35.39742964217286
2017-08-01,2017,8,Snake Gourd,80.45,112.38,107.33,29.4,36.54439211386934
2017-09-01,2017,9,Snake Gourd,78.86,106.21,100.47,24.48,31.04231417408804
2017-10-01,2017,10,Snake Gourd,88.17,113.75,121.75,29.58,33.54878808122027
2017-11-01,2017,11,Snake Gourd,82.99,113.99,118.51,33.26,40.07706943358304
2017-12-01,2017,12,Snake Gourd,133.82,165.01,193.92,45.64,34.10548938462907
2018-01-01,2018,1,Snake Gourd,112.48,142.42,155.76,36.61,32.54797959816892
2018-02-01,2018,2,Snake Gourd,85.69,116.36,114.49,29.74,34.70645967270431
2018-03-01,2018,3,Snake Gourd,86.99,116.17,111.95,27.07,31.118483597558804
2018-04-01,2018,4,Snake Gourd,93.98,119.8,129.05,30.44,32.38983572054084
2018-05-01,2018,5,Snake Gourd,92.41,112.74,126.4,27.16,29.39072677120791
2018-06-01,2018,6,Snake Gourd,131.85,171.34,176.0,41.82,31.717837149914946
2018-07-01,2018,7,Snake Gourd,142.07,192.0,205.35,56.6,39.83948768952792
2018-08-01,2018,8,Snake Gourd,144.09,175.51,201.9,44.61,30.959795294749604
2018-09-01,2018,9,Snake Gourd,99.06,132.23,124.09,29.1,29.376106020486553
2018-10-01,2018,10,Snake Gourd,85.92,107.52,112.27,23.97,27.89801222298391
2018-11-01,2018,11,Snake Gourd,97.22,129.65,123.39,29.3,30.137800722278623
2018-12-01,2018,12,Snake Gourd,107.32,142.81,153.44,40.81,38.02642748189762
2019-01-01,2019,1,Snake Gourd,139.82,180.25,183.49,42.05,30.07435983810625
2019-02-01,2019,2,Snake Gourd,105.53,141.82,135.36,33.06,31.327554887183844
2019-03-01,2019,3,Snake Gourd,135.49,168.37,180.03,38.71,28.570353110670077
2019-04-01,2019,4,Snake Gourd,99.5,127.54,141.33,34.94,35.11554259744462
2019-05-01,2019,5,Snake Gourd,96.93,129.8,124.02,29.98,30.92950487000426
2019-06-01,2019,6,Snake Gourd,159.07,220.08,210.64,56.29,35.38691432267912
2019-07-01,2019,7,Snake Gourd,118.27,161.16,159.37,42.0,35.51193412367116
2019-08-01,2019,8,Snake Gourd,138.65,174.77,200.48,48.97,35.31912346258675
2019-09-01,2019,9,Snake Gourd,127.26,174.33,179.22,49.52,38.91243209772741
2019-10-01,2019,10,Snake Gourd,130.42,170.89,167.78,38.92,29.84202588404702
2019-11-01,2019,11,Snake Gourd,94.49,122.72,126.72,30.23,31.992769612901245
2019-12-01,2019,12,Snake Gourd,137.99,190.01,176.55,45.29,32.82119514370958
2020-01-01,2020,1,Snake Gourd,122.71,154.74,161.78,35.55,28.970720421546392
2020-02-01,2020,2,Snake Gourd,105.61,137.63,151.18,38.8,36.73891038830566
2020-03-01,2020,3,Snake Gourd,107.28,149.87,153.05,44.18,41.1819153785278
2020-04-01,2020,4,Snake Gourd,177.72,237.13,247.96,64.82,36.473083235942354
2020-05-01,2020,5,Snake Gourd,161.22,205.25,224.72,53.76,33.34571805872841
2020-06-01,2020,6,Snake Gourd,117.49,164.23,150.53,39.89,33.95179678968696
2020-07-01,2020,7,Snake Gourd,140.32,191.88,202.94,57.09,40.68554683185089
2020-08-01,2020,8,Snake Gourd,121.46,150.08,153.82,30.49,25.102893872144023
2020-09-01,2020,9,Snake Gourd,153.44,210.6,213.41,58.56,38.16473008033754
2020-10-01,2020,10,Snake Gourd,89.42,117.97,125.0,32.06,35.85323657656389
2020-11-01,2020,11,Snake Gourd,101.81,123.13,138.09,28.8,28.287959642510906
2020-12-01,2020,12,Snake Gourd,138.49,175.88,194.99,46.94,33.89411950745937
2021-01-01,2021,1,Snake Gourd,111.53,143.49,161.62,41.03,36.78827509345011
2021-02-01,2021,2,Snake Gourd,133.33,170.28,192.12,47.87,35.90337065673842
2021-03-01,2021,3,Snake Gourd,130.07,170.03,183.79,46.84,36.011350802375034
2021-04-01,2021,4,Snake Gourd,169.43,214.61,214.23,44.99,26.55372333487379
2021-05-01,2021,5,Snake Gourd,123.82,162.72,173.36,44.22,35.71310312299861
2021-06-01,2021,6,Snake Gourd,154.13,186.75,214.04,46.26,30.0136053892134
